"title","abstract","link","pdf","date","subject","authors","bibtex","id","pdf_name","extraction_date","node"
"Characteristics of lymphocyte subsets and cytokines in peripheral blood of 123 hospitalized patients with 2019 novel coronavirus pneumonia (NCP)","Background: To explore the cellular immunity and cytokines status of NCP patients and to predict the correlation between the cellular immunity levels, cytokines and the severity of patients.
Methods: 123 NCP patients were divided into mild and severe groups. Peripheral blood was collected, lymphocyte subsets and cytokines were detected. Correlation analysis was performed on the lymphocyte subsets and cytokines, and the differences between the indexes of the two groups were analyzed.
Results: 102 mild and 21 severe patients were included. Lymphocyte subsets were reduced in two groups. The proportion of CD8 + T reduction in the mild and severe group was 28.43% and 61.9%, respectively; The proportion of B cell reduction was 25.49% and 28.57%; The proportion of NK cell reduction was 34.31% and 47.62%; The detection value of IL-6 was 0 in 55.88% of the mild group, mild group has a significantly lower proportion of patients with IL-6 higher than normal than severe group; There was no significant linear correlation between the lymphocyte subsets and cytokines, while significant differences were noticed between the two groups in CD4 + T, CD8 + T, IL-6 and IL-10.
Conclusions: Low levels of CD4+T and CD8+T are common in severe NCP. IL-6 and IL-10 levels were higher in severe patients. T cell subsets and cytokines can be used as one of the basis for predicting the transition from mild to severe. Large number of samples are still needed to confirm the ""warning value"" of CD4 + T, CD8 + T IL-6 and IL-10.","/content/10.1101/2020.02.10.20021832v1?versioned=TRUE","/content/10.1101/2020.02.10.20021832v1.full.pdf","2020-02-12","Hematology
","Wan","/highwire/citation/72036/bibtext",50,"170220-50","17/02/2020","72036"
"Primary Care Practitioners' Response to 2019 Novel Coronavirus Outbreak in China","None","/content/10.1101/2020.02.11.20022095v1?versioned=TRUE","/content/10.1101/2020.02.11.20022095v1.full.pdf","2020-02-12","Primary Care Research
","Xu","/highwire/citation/72037/bibtext",51,"170220-51","17/02/2020","72037"
"Epidemiological and Clinical Characteristics of 17 Hospitalized Patients with 2019 Novel Coronavirus Infections Outside Wuhan, China","An increasing number of cases of novel coronavirus pneumonia (NCP) infected with 2019-nCoV have been identified in Wuhan and other cities in China, since December 2019. We analyzed data on the 17 confirmed cases in Dazhou to provide the epidemiologic characteristics of NCP outside Wuhan. Among them, 12 patients were still quarantined in the hospital, 5 patients were discharged NCP patients according to the national standards. Compared with non-discharged NCP patients, the discharged NCP patients had younger ages. Moreover, discharged NCP patients had higher heart rate, lymphocytes levels and monocytes levels than non-discharged NCP patients on admission to the hospital. Notably, all of 17 patients had abnormal increased C-reactive protein levels, and 16 patients had abnormal computed tomography images. This study provided some information that younger age, higher lymphocytes levels and monocytes levels at the diagnoses of 2019-nCoV may contributed to faster recovery and better therapeutic outcome.","/content/10.1101/2020.02.11.20022053v1?versioned=TRUE","/content/10.1101/2020.02.11.20022053v1.full.pdf","2020-02-12","Epidemiology
","Li","/highwire/citation/72041/bibtext",52,"170220-52","17/02/2020","72041"
"Distribution of the 2019-nCoV Epidemic and Correlation with Population Emigration from Wuhan, China","BACKGROUNDS:
The ongoing new coronavirus (2019-nCoV) pneumonia outbreak is spreading in China and has not reached its peak. Five millions of people had emigrated from Wuhan before the city lockdown, which potentially represent a source of virus spreaders. Case distribution and its correlation with population emigration from Wuhan in early epidemic are of great importance for early warning and prevention of future outbreak. 
METHODS:
The officially reported cases of 2019-nCoV pneumonia were collected as of January 30, 2020. Time and location information of these cases were extracted analyzed with ArcGIS and WinBUGS. Population migration data of Wuhan City and Hubei province were extracted from Baidu Qianxi and analyzed for their correlation with case number.
FINDINGS:
The 2019-nCoV pneumonia cases were predominantly distributed in Hubei and other provinces of South China. Hot spot provinces included Sichuan and Yunnan provinces that are adjacent to Hubei. While Wuhan city has the highest number of cases, the time risk is relatively stable. Numbers of cases in some cities are relatively low, but the time risks are continuously rising. The case numbers of different provinces and cities of Hubei province were highly correlated with the emigrated populations from Wuhan. Lockdown of 19 cities of Hubei province, and implementation of nationwide control measures efficiently prevented the exponential growth of case number.
INTERPRETATION:
Population emigrated from Wuhan was the main infection source for other cities and provinces. Some cities with low case number but were in rapid increase. Due to the upcoming Spring Festival return transport wave, understanding of the trends of risks in different regions is of great significance for preparedness for both individuals and institutions.","/content/10.1101/2020.02.10.20021824v1?versioned=TRUE","/content/10.1101/2020.02.10.20021824v1.full.pdf","2020-02-12","Infectious Diseases (except HIV/AIDS)
","Chen","/highwire/citation/72042/bibtext",53,"170220-53","17/02/2020","72042"
"The psychological distress of parents is associated with reduced linear growth of children: evidence from a nationwide population survey","Background. Stunting, an indicator of restricted linear growth, has become a primary measure of childhood undernutrition due to its persistent high prevalence globally, and importance for health and development. Although the etiology is recognized to be complex, most analyses have focused on biomedical determinants, with limited attention to social factors affecting care and nurturing in the home. 
Objectives. To identify the association between parental distress and linear growth and stunting and to examine z score loss due to any parental distress and socioeconomic, behavioral, and physiologic risk factors for linear growth 
Design. Cross-sectional study   
Participants. 54,261 households from the Indonesia National Health Survey 2013. 
Main outcome measures. Multivariate linear, logistic, and multilevel multinomial logistic regression, using survey weights, were used to assess the relationship between parental distress, as assessed by the WHO Self Reporting Questionnaire, with height-for-age z score (HAZ), stunting, and behavioral risk factors for stunting. 
Results. Maternal, paternal and parental distress (i.e. both maternal and paternal distress) were associated with reduced linear growth of the children by 0.091, 0.13 and 0.21 z-scores, respectively. Maternal and paternal distress increased the risk of mild stunting (HAZ < -1) by 38% and 39%, and the risk of moderate stunting (HAZ < -2) by 41% and 23%, respectively. Parental stress increased the risk of moderate and severe stunting by 67% and 41%.  Any parental distress accounted for 5.6% of the modeled overall loss of HAZ-score due to interactions with socioeconomic status (low maternal occupational status, low wealth, low maternal occupation) and behavioral (poor garbage sanitation) factors, rendering it amongst the more influential factors on linear growth. The modeled overall loss of HAZ-score incorporating any parental distress was associated with socioeconomic factors (26.1%) including, in descending order, low maternal occupational status, low wealth, low maternal education, low paternal occupational status, rural residence; behavioral factors (15.3%) including open garbage disposal, unimproved water disposal, paternal smoking, not using iodized salt; physiological factors (13.5%) including low maternal height, female child, paternal height, maternal mid-upper arm circumference.  
Conclusions. These findings highlight the complex etiology of stunting and suggest nutritional and other biomedical interventions are insufficient, and that promotion of mental and behavioral health programs for parents are essential to achieve child growth and development, and would likely foster taller, healthier, smarter, and thriving populations.","/content/10.1101/2020.02.11.20022103v1?versioned=TRUE","/content/10.1101/2020.02.11.20022103v1.full.pdf","2020-02-12",NA,"Susiloretni","/highwire/citation/72043/bibtext",54,"170220-54","17/02/2020","72043"
"Healthcare-resource-adjusted vulnerabilities towards the 2019-nCoV epidemic across China","We integrate the human movement and healthcare resource data to identify cities with high vulnerability towards the 2019-nCoV epidemic with respect to available health resources. The results inform public health responses in multiple ways.","/content/10.1101/2020.02.11.20022111v1?versioned=TRUE","/content/10.1101/2020.02.11.20022111v1.full.pdf","2020-02-12","Epidemiology
","Zhou","/highwire/citation/72044/bibtext",55,"170220-55","17/02/2020","72044"
"Predicting loss of independence and mortality in frontotemporal lobar degeneration syndromes","Objective
To test the hypothesis that in syndromes associated with frontotemporal lobar degeneration, behavioural impairment predicts loss of functional independence and motor clinical features predict mortality, irrespective of syndrome subtype. 

Method
We used a transdiagnostic approach to survival in an epidemiological cohort, testing the association between clinical features, independence and survival in patients with clinical diagnoses of behavioural variant frontotemporal dementia (n=64), non-fluent variant primary progressive aphasia (n=36), semantic variant primary progressive aphasia (n=25), progressive supranuclear palsy (n=101) and corticobasal syndrome (n=68). A principal components analysis identified six dimensions of clinical features. Using Cox proportional hazards and logistic regression we identified the association between each of these dimensions and functionally independent survival (time from clinical assessment to care home admission), and absolute survival (time to death). Analyses adjusted for the covariates of age, gender and diagnostic group. Secondary analysis excluded specific diagnostic groups.

Results
Behavioural disturbance, including impulsivity and apathy, was associated with reduced functionally independent survival (OR 2.46, p<0.001), even if patients with bvFTD were removed from the analysis. Motor impairments were associated with reduced absolute survival, even if patients with PSP and CBS were removed from the analysis.

Conclusion
Our results may help individualised prognostication and planning of disease-modifying trials and support a transdiagnostic approach to symptomatic treatment trials in patients with clinical syndromes associated with frontotemporal lobar degeneration.","/content/10.1101/2020.02.11.20022061v1?versioned=TRUE","/content/10.1101/2020.02.11.20022061v1.full.pdf","2020-02-12","Neurology
","Murley","/highwire/citation/72045/bibtext",56,"170220-56","17/02/2020","72045"
"Statistical Inference for Coronavirus Infected Patients in Wuhan","Importance: The new coronavirus outbreak has seriously affected the quality of life in China. Wuhan is the disaster area, where the number of cases has increased rapidly. However, the current measures of infected patients in Wuhan are still underestimated.
Objective: To estimate the overall infected patients in Wuhan from several sampled data. The correct estimated infected patients can be helpful for the government to arrange the needed beds in hospital wards to meet the actual needs.
Design: We proposed to use the sampling survey to estimate the overall infected patients in Wuhan. The sampling survey is a kind of non-comprehensive survey. It selected some units from all the survey objects to carry out the survey and made the estimation and inference to all the survey objects. Sampling surveys can obtain information that reflects the overall situation, although it is not a comprehensive survey.  
Setting: We estimated the overall infection rate in Wenzhou city, which has a better data collection system. Simultaneously, another different samples of Wuhan tourists to Singapore will be used to validate the infection rate in Wenzhou city. Combined these two samples, we give the estimation of the number of infected patients in Wuhan and other prefecture-level cities in Hubei Province. 
Participants: The number of people who returned from Wuhan to Wenzhou was selected from the daily notification of the pneumonia epidemic caused by a new coronavirus infection in the city.  
Exposures for observational studies: The daily rate of the pneumonia epidemic caused by the new coronavirus infection in Wenzhou City. The numerator is the number of people diagnosed and whether each person diagnosed had a history of living in Wuhan. The denominator is the total number of people returning to Wenzhou from Wuhan. Based on this rate, it is reasonable to predict the number of the infected patients.","/content/10.1101/2020.02.10.20021774v1?versioned=TRUE","/content/10.1101/2020.02.10.20021774v1.full.pdf","2020-02-12","Infectious Diseases (except HIV/AIDS)
","Zhou","/highwire/citation/72046/bibtext",57,"170220-57","17/02/2020","72046"
"Caution on Kidney Dysfunctions of 2019-nCoV Patients","Until 24:00 of February 7th 2020, 31774 laboratory-confirmed cases of novel coronavirus (2019-nCoV) infection have been reported, including 6101 severe cases in critical conditions and 722 deaths. The critical and urgent need at this moment is to find an effective treatment strategy with available means to prevent these thousands of severe inpatients from worsening and dying. It has been recently known that the 2019-nCoV shares a common cellular mechanism with the severe acute respiratory syndrome-associated coronavirus (SARS-CoV). Thus, we surveyed a previous retrospective case study on SARS which showed that acute renal impairment was uncommon in SARS but carried a formidably high mortality (91.7%, 33 of 36 cases). Here we report an ongoing case study on kidney functions in 59 patients infected by 2019-nCoV (including 28 diagnosed as severe cases and 3 deaths). 63% (32/51) of the patients exhibited proteinuria, indicative of renal impairment. 19% (11/59) and 27% (16/59) of the patients had an elevated level of plasma creatinine and urea nitrogen respectively. The computerized tomography (CT) scan showed radiographic abnormalities of the kidneys in 100% (27/27) of the patients. Together, these multiple lines of evidence point to the idea that renal impairment is common in 2019-nCov patients, which may be one of the major causes of the illness by the virus infection and also may contribute to multi-organ failure and death eventually. Therefore, we strongly suggest exercising a high degree of caution in monitoring the kidney functions of 2019-nCoV patients and, very importantly, that applying potential interventions including continuous renal replacement therapies (CRRT) for protecting kidney functions as early as possible, particular for those with plasma creatinine rising, is key to preventing fatality.","/content/10.1101/2020.02.08.20021212v1?versioned=TRUE","/content/10.1101/2020.02.08.20021212v1.full.pdf","2020-02-12","Infectious Diseases (except HIV/AIDS)
","Li","/highwire/citation/72047/bibtext",58,"170220-58","17/02/2020","72047"
"Risk prediction with office and ambulatory blood pressure using artificial intelligence","The authors have withdrawn this manuscript because they became aware of inaccuracies on the original raw data. Once these issues are resolved the data will be re-analyzed. However, for now, the authors do not wish this work to be cited as reference for the project. If you have any questions, please contact the corresponding author.","/content/10.1101/2020.01.17.20017798v2?versioned=TRUE","/content/10.1101/2020.01.17.20017798v2.full.pdf","2020-02-12","Cardiovascular Medicine
","Guimar�es","/highwire/citation/72048/bibtext",59,"170220-59","17/02/2020","72048"
"Statistics based predictions of coronavirus 2019-nCoV spreading in mainland China","Background.  The epidemic outbreak cased by coronavirus 2019-nCoV is of great interest to researches because of the high rate of spread of the infection and the significant number of fatalities. A detailed scientific analysis of the phenomenon is yet to come, but the public is already interested in the questions of the duration of the epidemic, the expected number of patients and deaths. For long time predictions, the complicated mathematical models are necessary which need many efforts for unknown parameters identification and calculations. In this article, some preliminary estimates will be presented.
      
Objective. Since the reliable long time data are available only for mainland China, we will try to predict the epidemic characteristics only in this area. We will estimate some of the epidemic characteristics and present the most reliable dependences for victim numbers, infected and removed persons versus time.

Methods. In this study we use the known SIR model for the dynamics of an epidemic, the known exact solution of the linear equations and statistical approach developed before for investigation of the children disease, which occurred in Chernivtsi (Ukraine) in 1988-1989.  

Results. The optimal values of the SIR model parameters were identified with the use of statistical approach. The numbers of infected, susceptible and removed persons versus time were predicted.
 
Conclusions. Simple mathematical model was used to predict the characteristics of the epidemic caused by coronavirus 2019-nCoV in mainland China. The further research should focus on updating the predictions with the use of fresh data and using more complicated mathematical models.","/content/10.1101/2020.02.12.20021931v1?versioned=TRUE","/content/10.1101/2020.02.12.20021931v1.full.pdf","2020-02-13","Epidemiology
","Nesteruk","/highwire/citation/72049/bibtext",60,"170220-60","17/02/2020","72049"
"Lockdown may partially halt the spread of 2019 novel coronavirus in Hubei province, China","We present a timely evaluation of the impact of lockdown on the 2019-nCov epidemic in Hubei province, China. The implementation appears to be effective in reducing about 60% of new infections and deaths, and its effect also appears to be sustainable even after its removal. Delaying its implementation reduces its effectiveness. However, the direct economic cost of such a lockdown remains to be seen and whether the model is replicable in other Chinese regions remains a matter of further investigation.","/content/10.1101/2020.02.11.20022236v1?versioned=TRUE","/content/10.1101/2020.02.11.20022236v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Shen","/highwire/citation/72052/bibtext",61,"170220-61","17/02/2020","72052"
"Data-Based Analysis, Modelling and Forecasting of the novel Coronavirus (2019-nCoV) outbreak","Since the first suspected case of novel coronavirus (2019 nCoV) infected pneumonia (NCIP) on December 1st, 2019, in Wuhan, Hubei Province, China, a total of 40,235 confirmed cases and 909 deaths have been reported in China up to February 10, 2020, evoking fear locally and internationally. 
Here, based on the publicly available epidemiological data (WHO, CDC, ECDC, NHC and DXY) for Hubei from January 11 to February 10, 2020, we provide estimates of the main epidemiological parameters, i.e. the basic reproduction number (R0) and the infection, recovery and mortality rates, along with their 90% confidence intervals. As the number of infected individuals, especially of those with asymptomatic or mild courses, is suspected to be much higher than the official numbers, we have repeated the calculations under a scenario that considers five times the number of confirmed infected cases and eight times the number of recovered. Our computations and analysis were based on a mean field Susceptible-Infected-Recovered-Dead (SIRD) model. Thus, based on the SIRD simulations, the estimated average value of R0 was found to be 2.5, while the one computed by the official counts of the confirmed cases from the 11th of January until the 18th of January was found to be 4.6. Furthermore, on the estimated parameters from both scenarios, we provide tentative three-week forecasts of the evolution of the outbreak at the epicenter.
Our forecasting flashes a note of caution for the presently unfolding outbreak in China. Based on the official counts for confirmed cases, the cumulative number of infected will surpass 68,000 (as a lower bound) and could reach 140,000 (with an upper bound of 290,000) by February 29. Regarding the number of deaths, simulations forecast that on the basis of current data and estimations on the official count of infected people in the population, the death toll might exceed 7,000 by February 29; however, our analysis further reveals a significant decline of the mortality rate to which various factors may have contributed, such as the severe control measures taken in Hubei, China (e.g. quarantine and hospitalization of infected individuals), but also a high underestimation of the number of infected and recovered people in the population, which will hopefully lower the death toll.","/content/10.1101/2020.02.11.20022186v1?versioned=TRUE","/content/10.1101/2020.02.11.20022186v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Anastassopoulou","/highwire/citation/72055/bibtext",62,"170220-62","17/02/2020","72055"
"Single-cell RNA expression profiling of ACE2, the putative receptor of Wuhan 2019-nCoV, in the nasal tissue","A novel coronavirus (2019-nCoV) was first identified in Wuhan, Hubei Province, and then spreads to the other Provinces of China. WHO decides to determine a Public Health Emergency of International Concern (PHEIC) of 2019-nCoV. 2019-nCov was reported to share the same receptor, Angiotensin-converting enzyme 2 (ACE2), with SARS-Cov. Here based on the public single-cell RNA-Seq datasets, we analyzed the ACE2 RNA expression profile in the tissues at different locations of the respiratory tract. The result indicates that the ACE2 expression appears in nasal epithelial cells. We found that the size of this population of ACE2-expressing nasal epithelial cells is comparable with the size of the population of ACE2-expression type II alveolar cells (AT2) in the Asian sample reported by Yu Zhao et al. We further detected 2019-nCoV by polymerase chain reaction (PCR) from the nasal-swab and throat-swab of seven suspected cases. We found that 2019-nCoV tends to have a higher concentration in the nasal-swab comparing to the throat-swab, which could attribute to the ACE2-expressing nasal epithelial cells. We hope this study could be informative for virus-prevention strategy development, especially the treatment of nasal mucus.","/content/10.1101/2020.02.11.20022228v1?versioned=TRUE","/content/10.1101/2020.02.11.20022228v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","WU","/highwire/citation/72056/bibtext",63,"170220-63","17/02/2020","72056"
"ACE2 Expression in Kidney and Testis May Cause Kidney and Testis Damage After 2019-nCoV Infection","In December 2019 and January 2020, novel coronavirus (2019-nCoV) - infected pneumonia (NCIP) occurred in Wuhan, and has already posed a serious threat to public health. ACE2 (Angiotensin Converting Enzyme 2) has been shown to be one of the major receptors that mediate the entry of 2019-nCoV into human cells, which also happens in severe acute respiratory syndrome coronavirus (SARS). Several researches have indicated that some patients have abnormal renal function or even kidney damage in addition to injury in respiratory system, and the related mechanism is unknown. This arouses our interest in whether coronavirus infection will affect the urinary and male reproductive systems. Here in this study, we used the online datasets to analyze ACE2 expression in different human organs. The results indicate that ACE2 highly expresses in renal tubular cells, Leydig cells and cells in seminiferous ducts in testis. Therefore, virus might directly bind to such ACE2 positive cells and damage the kidney and testicular tissue of patients. Our results indicate that renal function evaluation and special care should be performed in 2019-nCoV patients during clinical work, because of the kidney damage caused by virus and antiviral drugs with certain renal toxicity. In addition, due to the potential pathogenicity of the virus to testicular tissues, clinicians should pay attention to the risk of testicular lesions in patients during hospitalization and later clinical follow-up, especially the assessment and appropriate intervention in young patients' fertility.","/content/10.1101/2020.02.12.20022418v1?versioned=TRUE","/content/10.1101/2020.02.12.20022418v1.full.pdf","2020-02-13","Urology
","Fan","/highwire/citation/72061/bibtext",64,"170220-64","17/02/2020","72061"
"Interventions targeting air travellers early in the pandemic may delay local outbreaks of SARS-CoV-2","Objectives: To determine if interventions aimed at air travellers can delay establishment of a SARS-CoV-2 outbreak in a previously unaffected country. 
Design: Simulation study
Setting: Countries with no sustained SARS-CoV-2 transmission and with no shared border with affected regions
Participants: Infected air travellers
Interventions: Syndromic screening at departure and/or arrival & traveller sensitisation to the COVID-2019-like symptoms with the aim to trigger rapid self-isolation and reporting on symptom onset. 
Main outcome measures: The achievable delay until a major local outbreak is likely to occur
Results: We evaluated traveller sensitisation effectiveness in reducing the number of secondary cases of 30, 50 and 70%, and assumed either 1, 10, or 100 infected travellers per week. Early in the outbreak when only few infected travellers arrive, traveller sensitisation can delay a major outbreak in a previously unaffected region. For 50% sensitisation effectiveness, and assuming 1 infected traveller per week, we find that in 75% of simulations the outbreak is delayed by at least 11 days (97.5% of simulations: at least 7 days). The possible delay decreases rapidly for more travellers, lower effectiveness of sensitisation, higher R0 or lower heterogeneity thereof. Syndromic traveller screening at departure and/or arrival can further enhance outbreak delays. In combination with sensitisation, syndromic screening can delay an outbreak substantially longer. In 75% of simulations we find an outbreak delay of at least 111 days (97.5% of simulations: at least 23 days) for 1 infected traveller per week and at least 9 days (97.5% of simulations: at least 4 days) for 10 infected travellers per week. 

Conclusion: Air-traveller targeted interventions, particularly in combination, can delay local SARS-CoV-2 outbreaks in the magnitude of a few weeks to potentially even months if the number of infected travellers remains low.","/content/10.1101/2020.02.12.20022426v1?versioned=TRUE","/content/10.1101/2020.02.12.20022426v1.full.pdf","2020-02-13","Epidemiology
","Clifford","/highwire/citation/72062/bibtext",65,"170220-65","17/02/2020","72062"
"Early epidemiological assessment of the transmission potential and virulence of 2019 Novel Coronavirus in Wuhan City: China, 2019-2020","Background: 
Since the first cluster of cases was identified in Wuhan City, China, in December, 2019, 2019-nCoV has rapidly spread across China as well as caused multiple introductions in 25 countries as of February, 2020. Despite the scarcity of publicly available data, scientists around the world have made strides in estimating the magnitude of the epidemic, the basic reproduction number, and transmission patterns. Recently more evidence suggests that a substantial fraction of the infected individuals with the novel coronavirus show little if any symptoms, which suggest the need to reassess the transmission potential of emerging disease. The present study aimed to estimates of the transmissibility and virulence of 2019-nCov in Wuhan City, China, by reconstructing the underlying transmission dynamics.
Methods: 
We employ statistical methods and publicly available epidemiological datasets to jointly derive estimates of transmissibility and severity associated with the novel coronavirus. For estimation, the daily series of laboratory-confirmed nCov cases and deaths in Wuhan City and epidemiological data of Japanese evacuees from Wuhan City on board government-chartered flights were used.
Results: 
We found that our posterior estimates of basic reproduction number (R) in Wuhan City, China in 2019-2020 is calculated to be as high as 7.05 (95%CrI: 6.11-8.18) and the enhanced public health intervention after January 23rd in 2020 has declined R to 3.24 (95%CrI: 3.16-3.32), with the total number of infections (i.e. cumulative infections) estimated at 983006 (95%CrI: 759475-1296258) in Wuhan City, raising the proportion of infected individuals to 9.8% (95%CrI: 7.6-13.0%). We also found that most recent crude infection fatality ratio (IFR) and time-delay adjusted IFR is estimated to be 0.07% (95% CrI: 0.05%-0.09%) and 0.23% (95%CrI: 0.17-0.30%), which is several orders of magnitude smaller than the crude CFR at 4.06%
Conclusions: 
We have estimated key epidemiological parameters of the transmissibility and virulence of 2019-nCov in Wuhan, China, 2019-2020 using an ecological modelling approach. The power of our approach lies in the ability to infer epidemiological parameters with quantified uncertainty from partial observations collected by surveillance systems.","/content/10.1101/2020.02.12.20022434v1?versioned=TRUE","/content/10.1101/2020.02.12.20022434v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Mizumoto","/highwire/citation/72063/bibtext",66,"170220-66","17/02/2020","72063"
"Clinical diagnosis of 8274 samples with 2019-novel coronavirus in Wuhan","Background 
2019-Novel coronavirus (2019-nCoV) outbreaks create challenges for hospital laboratories because thousands of samples must be evaluated each day. Sample types, interpretation methods, and corresponding laboratory standards must be established. The possibility of other infections should be assessed to provide a basis for clinical classification, isolation, and treatment. Accordingly, in the present study, we evaluated the testing methods for 2019-nCoV and co-infections.
Methods 
We used a fluorescence-based quantitative PCR kit urgently distributed by the Chinese CDC to detect 8274 close contacts in the Wuhan region against two loci on the 2019-nCoV genome. We also analyzed 613 patients with fever who underwent multiple tests for 13 respiratory pathogens; 316 subjects were also tested for 2019-nCoV.
Findings 
Among the 8274 subjects, 2745 (33.2%) had 2019-nCoV infection; 5277 (63.8%) subjects showed negative results in the 2019-nCoV nucleic acid test (non-019-nCoV); and 252 cases (3.0%) because only one target was positive, the diagnosis was not definitive. Sixteen patients who originally had only one positive target were re-examined a few days later; 14 patients (87.5%) were finally defined as 2019-nCoV-positive, and 2 (12.5%) were finally defined as negative. The positive rates of nCoV-NP and nCovORF1ab were 34.7% and 34.7%, respectively. nCoV-NP-positive only and nCovORF1ab-positive cases accounted for 1.5% and 1.5%, respectively. In the 316 patients with multiple respiratory pathogens, 104 were positive for 2019-nCov and 6/104 had co-infection with coronavirus (3/104), influenza A virus (2/104), rhinovirus (2/104), and influenza A H3N2 (1/104); the remaining 212 patients had influenza A virus (11/202), influenza A H3N2 (11/202), rhinovirus (10/202), respiratory syncytial virus (7/202), influenza B virus (6/202), metapneumovirus (4/202), and coronavirus (2/202).
Interpretation: Clinical testing methods for 2019-nCoV require improvement. Importantly, 5.8% of 2019-nCoV infected and 18.4% of non-2019-nCoV-infected patients had other pathogen infections. It is important to treat combined infections and perform rapid screening to avoid cross-contamination of patients. A test that quickly and simultaneously screens as many pathogens as possible is needed.","/content/10.1101/2020.02.12.20022327v1?versioned=TRUE","/content/10.1101/2020.02.12.20022327v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Wang","/highwire/citation/72066/bibtext",67,"170220-67","17/02/2020","72066"
"Epidemic size of novel coronavirus-infected pneumonia in the Epicenter Wuhan: using data of five-countries' evacuation action","Background: Since late December 2019, novel coronavirus-infected pneumonia (NCP) emerged in Wuhan, Hubei province, China. Meanwhile, NCP rapidly spread from China to other countries, and several countries' government rush to evacuate their citizens from Wuhan. We analyzed the infection rate of the evacuees and extrapolated the results in Wuhan's NCP incidence estimation.
Methods: We collected the total number and confirmed cases of 2019-nCov infection in the evacuation of Korea, Japan, Germany, Singapore, and France and estimated the infection rate of the 2019 novel coronavirus (2019-nCov) among people who were evacuated from Wuhan with a meta-analysis. NCP incidence of Wuhan was indirectly estimated based on data of evacuation. 
Results: From Jan 29 to Feb 2, 2020, 1916 people have been evacuated from Wuhan, among them 17 have been confirmed 2019-nCov infected. The infection rate is estimated to be 1.1% (95% CI 0.4%-3.1%) using one group meta-analysis method with random effect model. We then estimated that almost 110,000 (95% CI: 40,000-310,000) people were infected with 2019-nCov in Wuhan around Feb 2, 2020, assuming the infection risk of evacuees is close to Chinese citizens in Wuhan.
Conclusions: At the beginning of the outbreak, incidence of NCP may be vastly underestimated. Our result emphasizes that 2019-nCov has proposed a huge public health threats in Wuhan. We need to respond more rapidly, take large-scale public health interventions and draconian measures to limiting population mobility and control the epidemic.","/content/10.1101/2020.02.12.20022285v1?versioned=TRUE","/content/10.1101/2020.02.12.20022285v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Zhao","/highwire/citation/72067/bibtext",68,"170220-68","17/02/2020","72067"
"Estimating the daily trend in the size of COVID-19 infected population in Wuhan","Since December 2019, an outbreak of pneumonia cause by a novel coronavirus (COVID-19) has occurred in Wuhan, Hubei Province, China. Cases have been exported to other places in China, as well as over 20 countries around the world. We provide estimates of the daily trend in the size of the epidemic in Wuhan based on detailed information of 10,940 confirmed cases outside Hubei Province.","/content/10.1101/2020.02.12.20022277v1?versioned=TRUE","/content/10.1101/2020.02.12.20022277v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Lin","/highwire/citation/72068/bibtext",69,"170220-69","17/02/2020","72068"
"Emergence of Resistance to Fluoroquinolones and Third-Generation Cephalosporins in Salmonella Typhi in Lahore, Pakistan","Background: Extensively drug-resistant (XDR) Salmonella Typhi has been reported in Sindh province of Pakistan since 2016. The potential for further spread is of serious concern as remaining treatment options are severely limited. We report the phenotypic and genotypic characterisation of 27 XDR S. Typhi isolated from patients attending Jinnah Hospital, Lahore, Pakistan. Methods: Isolates were identified by biochemical profiling; antimicrobial susceptibility was determined by a modified Kirby-Bauer method. These findings were confirmed using Illumina whole genome nucleotide sequence data. All sequences were compared to the outbreak strain from southern Pakistan and typed using the S. Typhi genotyping scheme. Findings: Twenty-seven XDR S. Typhi isolates were identified from patients at Jinnah Hospital in Lahore between January and April 2019. All isolates were confirmed by sequence analysis to harbour an IncY plasmid and the CTX-M-15 ceftriaxone resistance determinant. All isolates were of the same genotypic background as the outbreak strain from Sindh province. Summary: We report the first emergence of XDR S. Typhi in Punjab province of Pakistan confirmed by whole genome sequencing.","/content/10.1101/2020.02.12.20020578v1?versioned=TRUE","/content/10.1101/2020.02.12.20020578v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Rasheed","/highwire/citation/72072/bibtext",70,"170220-70","17/02/2020","72072"
"Serial interval of novel coronavirus (2019-nCoV) infections","We estimated the serial interval of novel coronavirus (2019-nCoV) infections from 26 infector-infectee pairs. Accounting for right truncation, the median serial interval was estimated at 2.6 days and is shorter than estimates of the median incubation period, suggesting that a substantial proportion of secondary transmission occurs before illness onset.","/content/10.1101/2020.02.03.20019497v1?versioned=TRUE","/content/10.1101/2020.02.03.20019497v1.full.pdf","2020-02-13","Infectious Diseases (except HIV/AIDS)
","Nishiura","/highwire/citation/72073/bibtext",71,"170220-71","17/02/2020","72073"
